date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:22:22	1548128/1548128	---M--	200	added ('OK')	application/pdf	etag:%222413d1-179f60-5bc8d4c83d3ab%22	https://www.fcibank.com.pk/Reports/FCIB%20Half%20yearly%20December-2020.pdf	C:/My%20Web%20Sites/fcibank/www.fcibank.com.pk/Reports/FCIB%20Half%20yearly%20December-2020.pdf	(from https://www.fcibank.com.pk/index.php?route=common/page&pageid={425B0317-615C-FECE-42B9-A81844195479})
14:22:24	254/254	---M--	302	error ('Found')	text/html	date:Fri,%2002%20Dec%202022%2008:51:05%20GMT	http://www.fcibank.com.pk/Reports/FCIB%20ANNUAL%20ACCOUNTS%202020.pdf	C:/My%20Web%20Sites/fcibank/www.fcibank.com.pk/Reports/FCIB%20ANNUAL%20ACCOUNTS%202020.6c.delayed	(from https://www.fcibank.com.pk/index.php?route=common/page&pageid={425B0317-615C-FECE-42B9-A81844195479})
14:22:26	248/248	---M--	302	error ('Found')	text/html	date:Fri,%2002%20Dec%202022%2008:51:08%20GMT	http://www.fcibank.com.pk/Reports/FCIBL-HalfYearly-Dec-2019.pdf	C:/My%20Web%20Sites/fcibank/www.fcibank.com.pk/Reports/FCIBL-HalfYearly-Dec-2019.6e.delayed	(from https://www.fcibank.com.pk/index.php?route=common/page&pageid={425B0317-615C-FECE-42B9-A81844195479})
14:22:26	6558859/6558859	---M--	200	added ('OK')	application/pdf	etag:%222428ec-64148b-5ea59944a2a1f%22	https://www.fcibank.com.pk/Reports/FCIBL-ANNUAL-ACCOUNTS-2022.pdf	C:/My%20Web%20Sites/fcibank/www.fcibank.com.pk/Reports/FCIBL-ANNUAL-ACCOUNTS-2022.pdf	(from https://www.fcibank.com.pk/index.php?route=common/page&pageid={425B0317-615C-FECE-42B9-A81844195479})
14:22:29	267/267	---M--	302	error ('Found')	text/html	date:Fri,%2002%20Dec%202022%2008:51:10%20GMT	http://www.fcibank.com.pk/Reports/FCIB%20Quarterly%20Report%20September%202021.pdf	C:/My%20Web%20Sites/fcibank/www.fcibank.com.pk/Reports/FCIB%20Quarterly%20Report%20September%202021.70.delayed	(from https://www.fcibank.com.pk/index.php?route=common/page&pageid={425B0317-615C-FECE-42B9-A81844195479})
14:22:29	5383379/5383379	---M--	200	added ('OK')	application/pdf	etag:%2224012b-5224d3-5cdbe60f79410%22	https://www.fcibank.com.pk/Reports/FCIB%20ANNUAL%20ACCOUNTS%20JUNE%202021.pdf	C:/My%20Web%20Sites/fcibank/www.fcibank.com.pk/Reports/FCIB%20ANNUAL%20ACCOUNTS%20JUNE%202021.pdf	(from https://www.fcibank.com.pk/index.php?route=common/page&pageid={425B0317-615C-FECE-42B9-A81844195479})
14:22:31	261/261	---M--	302	error ('Found')	text/html	date:Fri,%2002%20Dec%202022%2008:51:14%20GMT	http://www.fcibank.com.pk/Reports/June2019/FCIB%20ANNUAL%20ACCOUNTS-2019.pdf	C:/My%20Web%20Sites/fcibank/www.fcibank.com.pk/Reports/June2019/FCIB%20ANNUAL%20ACCOUNTS-2019.72.delayed	(from https://www.fcibank.com.pk/index.php?route=common/page&pageid={425B0317-615C-FECE-42B9-A81844195479})
14:22:38	1220219/1220219	---M--	200	added ('OK')	application/pdf	etag:%22242362-129e7b-5a2da64963917%22	https://www.fcibank.com.pk/Reports/FCIBL-HalfYearly-Dec-2019.pdf	C:/My%20Web%20Sites/fcibank/www.fcibank.com.pk/Reports/FCIBL-HalfYearly-Dec-2019.pdf	(from https://www.fcibank.com.pk/index.php?route=common/page&pageid={425B0317-615C-FECE-42B9-A81844195479})
14:22:41	248/248	---M--	302	error ('Found')	text/html	date:Fri,%2002%20Dec%202022%2008:51:23%20GMT	http://www.fcibank.com.pk/Reports/FCIBL-Halfyearly-Dec-2018.pdf	C:/My%20Web%20Sites/fcibank/www.fcibank.com.pk/Reports/FCIBL-Halfyearly-Dec-2018.74.delayed	(from https://www.fcibank.com.pk/index.php?route=common/page&pageid={425B0317-615C-FECE-42B9-A81844195479})
14:22:42	1386452/1386452	---M--	200	added ('OK')	application/pdf	etag:%22241a0b-1527d4-5cf7aceea9148%22	https://www.fcibank.com.pk/Reports/FCIB%20Quarterly%20Report%20September%202021.pdf	C:/My%20Web%20Sites/fcibank/www.fcibank.com.pk/Reports/FCIB%20Quarterly%20Report%20September%202021.pdf	(from https://www.fcibank.com.pk/index.php?route=common/page&pageid={425B0317-615C-FECE-42B9-A81844195479})
14:22:44	263/263	---M--	302	error ('Found')	text/html	date:Fri,%2002%20Dec%202022%2008:51:27%20GMT	http://www.fcibank.com.pk/Reports/FCIB%20Quarterly%20Report%20March%202021.pdf	C:/My%20Web%20Sites/fcibank/www.fcibank.com.pk/Reports/FCIB%20Quarterly%20Report%20March%202021.76.delayed	(from https://www.fcibank.com.pk/index.php?route=common/page&pageid={425B0317-615C-FECE-42B9-A81844195479})
14:22:44	2116387/2116387	---M--	200	added ('OK')	application/pdf	etag:%222413f1-204b23-5b0ab4fbc6e0d%22	https://www.fcibank.com.pk/Reports/FCIB%20ANNUAL%20ACCOUNTS%202020.pdf	C:/My%20Web%20Sites/fcibank/www.fcibank.com.pk/Reports/FCIB%20ANNUAL%20ACCOUNTS%202020.pdf	(from https://www.fcibank.com.pk/index.php?route=common/page&pageid={425B0317-615C-FECE-42B9-A81844195479})
14:22:46	253/253	---M--	302	error ('Found')	text/html	date:Fri,%2002%20Dec%202022%2008:51:29%20GMT	http://www.fcibank.com.pk/Reports/FCIBL%20ANNUAL%20ACCOUNTS-2018.pdf	C:/My%20Web%20Sites/fcibank/www.fcibank.com.pk/Reports/FCIBL%20ANNUAL%20ACCOUNTS-2018.78.delayed	(from https://www.fcibank.com.pk/index.php?route=common/page&pageid={425B0317-615C-FECE-42B9-A81844195479})
14:22:47	1865235/1865235	---M--	200	added ('OK')	application/pdf	etag:%22240e32-1c7613-5940e77cd9e31%22	https://www.fcibank.com.pk/Reports/June2019/FCIB%20ANNUAL%20ACCOUNTS-2019.pdf	C:/My%20Web%20Sites/fcibank/www.fcibank.com.pk/Reports/June2019/FCIB%20ANNUAL%20ACCOUNTS-2019.pdf	(from https://www.fcibank.com.pk/index.php?route=common/page&pageid={425B0317-615C-FECE-42B9-A81844195479})
14:22:49	253/253	---M--	302	error ('Found')	text/html	date:Fri,%2002%20Dec%202022%2008:51:33%20GMT	http://www.fcibank.com.pk/Reports/FCIB-Half-yearly-December-2017.pdf	C:/My%20Web%20Sites/fcibank/www.fcibank.com.pk/Reports/FCIB-Half-yearly-December-2017.7a.delayed	(from https://www.fcibank.com.pk/index.php?route=common/page&pageid={425B0317-615C-FECE-42B9-A81844195479})
14:22:50	1144679/1144679	---M--	200	added ('OK')	application/pdf	etag:%22240e58-117767-5830633ddf6e2%22	https://www.fcibank.com.pk/Reports/FCIBL-Halfyearly-Dec-2018.pdf	C:/My%20Web%20Sites/fcibank/www.fcibank.com.pk/Reports/FCIBL-Halfyearly-Dec-2018.pdf	(from https://www.fcibank.com.pk/index.php?route=common/page&pageid={425B0317-615C-FECE-42B9-A81844195479})
14:22:53	255/255	---M--	302	error ('Found')	text/html	date:Fri,%2002%20Dec%202022%2008:51:36%20GMT	http://www.fcibank.com.pk/Reports/FCIBL-Quarterly-September%202020.pdf	C:/My%20Web%20Sites/fcibank/www.fcibank.com.pk/Reports/FCIBL-Quarterly-September%202020.7c.delayed	(from https://www.fcibank.com.pk/index.php?route=common/page&pageid={425B0317-615C-FECE-42B9-A81844195479})
14:22:57	1606601/1606601	---M--	200	added ('OK')	application/pdf	etag:%222425c3-1883c9-5c11a4b9edcd9%22	https://www.fcibank.com.pk/Reports/FCIB%20Quarterly%20Report%20March%202021.pdf	C:/My%20Web%20Sites/fcibank/www.fcibank.com.pk/Reports/FCIB%20Quarterly%20Report%20March%202021.pdf	(from https://www.fcibank.com.pk/index.php?route=common/page&pageid={425B0317-615C-FECE-42B9-A81844195479})
14:22:59	249/249	---M--	302	error ('Found')	text/html	date:Fri,%2002%20Dec%202022%2008:51:42%20GMT	http://www.fcibank.com.pk/Reports/FCIBL_ANNUAL_ACCOUNTS_2017.pdf	C:/My%20Web%20Sites/fcibank/www.fcibank.com.pk/Reports/FCIBL_ANNUAL_ACCOUNTS_2017.7e.delayed	(from https://www.fcibank.com.pk/index.php?route=common/page&pageid={425B0317-615C-FECE-42B9-A81844195479})
14:22:59	1067060/1067060	---M--	200	added ('OK')	application/pdf	etag:%22240e53-104834-566459bc34f90%22	https://www.fcibank.com.pk/Reports/FCIB-Half-yearly-December-2017.pdf	C:/My%20Web%20Sites/fcibank/www.fcibank.com.pk/Reports/FCIB-Half-yearly-December-2017.pdf	(from https://www.fcibank.com.pk/index.php?route=common/page&pageid={425B0317-615C-FECE-42B9-A81844195479})
14:23:02	259/259	---M--	302	error ('Found')	text/html	date:Fri,%2002%20Dec%202022%2008:51:45%20GMT	http://www.fcibank.com.pk/Reports/FCIB%20Half%20yearly%20December-2016.pdf	C:/My%20Web%20Sites/fcibank/www.fcibank.com.pk/Reports/FCIB%20Half%20yearly%20December-2016.80.delayed	(from https://www.fcibank.com.pk/index.php?route=common/page&pageid={425B0317-615C-FECE-42B9-A81844195479})
14:23:07	1595897/1595897	---M--	200	added ('OK')	application/pdf	etag:%22242377-1859f9-5b2cccc5c8e7e%22	https://www.fcibank.com.pk/Reports/FCIBL-Quarterly-September%202020.pdf	C:/My%20Web%20Sites/fcibank/www.fcibank.com.pk/Reports/FCIBL-Quarterly-September%202020.pdf	(from https://www.fcibank.com.pk/index.php?route=common/page&pageid={425B0317-615C-FECE-42B9-A81844195479})
14:23:09	254/254	---M--	302	error ('Found')	text/html	date:Fri,%2002%20Dec%202022%2008:51:51%20GMT	http://www.fcibank.com.pk/Reports/FCIBL-QuarterlyReport-March2020.pdf	C:/My%20Web%20Sites/fcibank/www.fcibank.com.pk/Reports/FCIBL-QuarterlyReport-March2020.82.delayed	(from https://www.fcibank.com.pk/index.php?route=common/page&pageid={425B0317-615C-FECE-42B9-A81844195479})
14:23:09	2982729/2982729	---M--	200	added ('OK')	application/pdf	etag:%22240e1e-2d8349-577610fe226eb%22	https://www.fcibank.com.pk/Reports/FCIBL%20ANNUAL%20ACCOUNTS-2018.pdf	C:/My%20Web%20Sites/fcibank/www.fcibank.com.pk/Reports/FCIBL%20ANNUAL%20ACCOUNTS-2018.pdf	(from https://www.fcibank.com.pk/index.php?route=common/page&pageid={425B0317-615C-FECE-42B9-A81844195479})
14:23:10	884278/884278	---M--	200	added ('OK')	application/pdf	etag:%22240e50-d7e36-54980a5860c96%22	https://www.fcibank.com.pk/Reports/FCIB%20Half%20yearly%20December-2016.pdf	C:/My%20Web%20Sites/fcibank/www.fcibank.com.pk/Reports/FCIB%20Half%20yearly%20December-2016.pdf	(from https://www.fcibank.com.pk/index.php?route=common/page&pageid={425B0317-615C-FECE-42B9-A81844195479})
14:23:10	1446973/1446973	---M--	200	added ('OK')	application/pdf	etag:%22240e41-16143d-55c325b5bf2b2%22	https://www.fcibank.com.pk/Reports/FCIBL_ANNUAL_ACCOUNTS_2017.pdf	C:/My%20Web%20Sites/fcibank/www.fcibank.com.pk/Reports/FCIBL_ANNUAL_ACCOUNTS_2017.pdf	(from https://www.fcibank.com.pk/index.php?route=common/page&pageid={425B0317-615C-FECE-42B9-A81844195479})
14:23:11	249/249	---M--	302	error ('Found')	text/html	date:Fri,%2002%20Dec%202022%2008:51:54%20GMT	http://www.fcibank.com.pk/Reports/FCIBL-Annual-Accounts-2016.pdf	C:/My%20Web%20Sites/fcibank/www.fcibank.com.pk/Reports/FCIBL-Annual-Accounts-2016.84.delayed	(from https://www.fcibank.com.pk/index.php?route=common/page&pageid={425B0317-615C-FECE-42B9-A81844195479})
14:23:13	259/259	---M--	302	error ('Found')	text/html	date:Fri,%2002%20Dec%202022%2008:51:56%20GMT	http://www.fcibank.com.pk/Reports/FCIB%20Half%20yearly%20December-2015.pdf	C:/My%20Web%20Sites/fcibank/www.fcibank.com.pk/Reports/FCIB%20Half%20yearly%20December-2015.86.delayed	(from https://www.fcibank.com.pk/index.php?route=common/page&pageid={425B0317-615C-FECE-42B9-A81844195479})
14:23:16	248/248	---M--	302	error ('Found')	text/html	date:Fri,%2002%20Dec%202022%2008:51:58%20GMT	http://www.fcibank.com.pk/Reports/FCIBL-Quarterly-Sept-2019.pdf	C:/My%20Web%20Sites/fcibank/www.fcibank.com.pk/Reports/FCIBL-Quarterly-Sept-2019.88.delayed	(from https://www.fcibank.com.pk/index.php?route=common/page&pageid={425B0317-615C-FECE-42B9-A81844195479})
14:23:16	869847/869847	---M--	200	added ('OK')	application/pdf	etag:%222413db-d45d7-5a47ea7fa1853%22	https://www.fcibank.com.pk/Reports/FCIBL-QuarterlyReport-March2020.pdf	C:/My%20Web%20Sites/fcibank/www.fcibank.com.pk/Reports/FCIBL-QuarterlyReport-March2020.pdf	(from https://www.fcibank.com.pk/index.php?route=common/page&pageid={425B0317-615C-FECE-42B9-A81844195479})
14:23:17	823849/823849	---M--	200	added ('OK')	application/pdf	etag:%22240e40-c9229-53fbe30dc5f4e%22	https://www.fcibank.com.pk/Reports/FCIBL-Annual-Accounts-2016.pdf	C:/My%20Web%20Sites/fcibank/www.fcibank.com.pk/Reports/FCIBL-Annual-Accounts-2016.pdf	(from https://www.fcibank.com.pk/index.php?route=common/page&pageid={425B0317-615C-FECE-42B9-A81844195479})
14:23:19	252/252	---M--	302	error ('Found')	text/html	date:Fri,%2002%20Dec%202022%2008:52:01%20GMT	http://www.fcibank.com.pk/Reports/FCIB-ANNUAL-REP-ACCOUNTS-2015.pdf	C:/My%20Web%20Sites/fcibank/www.fcibank.com.pk/Reports/FCIB-ANNUAL-REP-ACCOUNTS-2015.8a.delayed	(from https://www.fcibank.com.pk/index.php?route=common/page&pageid={425B0317-615C-FECE-42B9-A81844195479})
14:23:19	884293/884293	---M--	200	added ('OK')	application/pdf	etag:%22240e28-d7e45-5302eee2d1c45%22	https://www.fcibank.com.pk/Reports/FCIB%20Half%20yearly%20December-2015.pdf	C:/My%20Web%20Sites/fcibank/www.fcibank.com.pk/Reports/FCIB%20Half%20yearly%20December-2015.pdf	(from https://www.fcibank.com.pk/index.php?route=common/page&pageid={425B0317-615C-FECE-42B9-A81844195479})
14:23:21	247/247	---M--	302	error ('Found')	text/html	date:Fri,%2002%20Dec%202022%2008:52:04%20GMT	http://www.fcibank.com.pk/Reports/FCIB-HALF-YEARLY-DEC2014.pdf	C:/My%20Web%20Sites/fcibank/www.fcibank.com.pk/Reports/FCIB-HALF-YEARLY-DEC2014.8c.delayed	(from https://www.fcibank.com.pk/index.php?route=common/page&pageid={425B0317-615C-FECE-42B9-A81844195479})
14:23:22	1019027/1019027	---M--	200	added ('OK')	application/pdf	etag:%22240e3c-f8c93-5961ae0007260%22	https://www.fcibank.com.pk/Reports/FCIBL-Quarterly-Sept-2019.pdf	C:/My%20Web%20Sites/fcibank/www.fcibank.com.pk/Reports/FCIBL-Quarterly-Sept-2019.pdf	(from https://www.fcibank.com.pk/index.php?route=common/page&pageid={425B0317-615C-FECE-42B9-A81844195479})
14:23:24	249/249	---M--	302	error ('Found')	text/html	date:Fri,%2002%20Dec%202022%2008:52:07%20GMT	http://www.fcibank.com.pk/Reports/FCIBL-Quarterly-March-2019.pdf	C:/My%20Web%20Sites/fcibank/www.fcibank.com.pk/Reports/FCIBL-Quarterly-March-2019.8e.delayed	(from https://www.fcibank.com.pk/index.php?route=common/page&pageid={425B0317-615C-FECE-42B9-A81844195479})
14:23:27	248/248	---M--	302	error ('Found')	text/html	date:Fri,%2002%20Dec%202022%2008:52:10%20GMT	http://www.fcibank.com.pk/Reports/FCIB-ANNUAL-ACCOUNTS-2014.pdf	C:/My%20Web%20Sites/fcibank/www.fcibank.com.pk/Reports/FCIB-ANNUAL-ACCOUNTS-2014.90.delayed	(from https://www.fcibank.com.pk/index.php?route=common/page&pageid={425B0317-615C-FECE-42B9-A81844195479})
14:23:28	596625/596625	---M--	200	added ('OK')	application/pdf	etag:%22240e17-91a91-5302ef2257116%22	https://www.fcibank.com.pk/Reports/FCIB-HALF-YEARLY-DEC2014.pdf	C:/My%20Web%20Sites/fcibank/www.fcibank.com.pk/Reports/FCIB-HALF-YEARLY-DEC2014.pdf	(from https://www.fcibank.com.pk/index.php?route=common/page&pageid={425B0317-615C-FECE-42B9-A81844195479})
14:23:30	247/247	---M--	302	error ('Found')	text/html	date:Fri,%2002%20Dec%202022%2008:52:13%20GMT	http://www.fcibank.com.pk/Reports/FCIB-HALF-YEARLY-DEC2013.pdf	C:/My%20Web%20Sites/fcibank/www.fcibank.com.pk/Reports/FCIB-HALF-YEARLY-DEC2013.92.delayed	(from https://www.fcibank.com.pk/index.php?route=common/page&pageid={425B0317-615C-FECE-42B9-A81844195479})
14:23:31	1635842/1635842	---M--	200	added ('OK')	application/pdf	etag:%22240e5d-18f602-5302ef1962555%22	https://www.fcibank.com.pk/Reports/FCIB-ANNUAL-REP-ACCOUNTS-2015.pdf	C:/My%20Web%20Sites/fcibank/www.fcibank.com.pk/Reports/FCIB-ANNUAL-REP-ACCOUNTS-2015.pdf	(from https://www.fcibank.com.pk/index.php?route=common/page&pageid={425B0317-615C-FECE-42B9-A81844195479})
14:23:33	250/250	---M--	302	error ('Found')	text/html	date:Fri,%2002%20Dec%202022%2008:52:16%20GMT	http://www.fcibank.com.pk/Reports/FCIBL-Qaurterly-Sept%202018.pdf	C:/My%20Web%20Sites/fcibank/www.fcibank.com.pk/Reports/FCIBL-Qaurterly-Sept%202018.94.delayed	(from https://www.fcibank.com.pk/index.php?route=common/page&pageid={425B0317-615C-FECE-42B9-A81844195479})
14:23:34	813320/813320	---M--	200	added ('OK')	application/pdf	etag:%22240e55-c6908-587bcf58db8e2%22	https://www.fcibank.com.pk/Reports/FCIBL-Quarterly-March-2019.pdf	C:/My%20Web%20Sites/fcibank/www.fcibank.com.pk/Reports/FCIBL-Quarterly-March-2019.pdf	(from https://www.fcibank.com.pk/index.php?route=common/page&pageid={425B0317-615C-FECE-42B9-A81844195479})
14:23:34	184319/184319	---M--	200	added ('OK')	application/pdf	etag:%22240e47-2cfff-5302ef20a7ab6%22	https://www.fcibank.com.pk/Reports/FCIB-HALF-YEARLY-DEC2013.pdf	C:/My%20Web%20Sites/fcibank/www.fcibank.com.pk/Reports/FCIB-HALF-YEARLY-DEC2013.pdf	(from https://www.fcibank.com.pk/index.php?route=common/page&pageid={425B0317-615C-FECE-42B9-A81844195479})
14:23:37	248/248	---M--	302	error ('Found')	text/html	date:Fri,%2002%20Dec%202022%2008:52:19%20GMT	http://www.fcibank.com.pk/Reports/FCIB-ANNUAL-ACCOUNTS-2013.pdf	C:/My%20Web%20Sites/fcibank/www.fcibank.com.pk/Reports/FCIB-ANNUAL-ACCOUNTS-2013.96.delayed	(from https://www.fcibank.com.pk/index.php?route=common/page&pageid={425B0317-615C-FECE-42B9-A81844195479})
14:23:37	849202/849202	---M--	200	added ('OK')	application/pdf	etag:%22240e34-cf532-5302ef17a67bd%22	https://www.fcibank.com.pk/Reports/FCIB-ANNUAL-ACCOUNTS-2014.pdf	C:/My%20Web%20Sites/fcibank/www.fcibank.com.pk/Reports/FCIB-ANNUAL-ACCOUNTS-2014.pdf	(from https://www.fcibank.com.pk/index.php?route=common/page&pageid={425B0317-615C-FECE-42B9-A81844195479})
14:23:40	247/247	---M--	302	error ('Found')	text/html	date:Fri,%2002%20Dec%202022%2008:52:23%20GMT	http://www.fcibank.com.pk/Reports/FCIB-HALF-YEARLY-DEC2012.pdf	C:/My%20Web%20Sites/fcibank/www.fcibank.com.pk/Reports/FCIB-HALF-YEARLY-DEC2012.98.delayed	(from https://www.fcibank.com.pk/index.php?route=common/page&pageid={425B0317-615C-FECE-42B9-A81844195479})
14:23:40	602174/602174	---M--	200	added ('OK')	application/pdf	etag:%22240e54-9303e-5796f8e513765%22	https://www.fcibank.com.pk/Reports/FCIBL-Qaurterly-Sept%202018.pdf	C:/My%20Web%20Sites/fcibank/www.fcibank.com.pk/Reports/FCIBL-Qaurterly-Sept%202018.pdf	(from https://www.fcibank.com.pk/index.php?route=common/page&pageid={425B0317-615C-FECE-42B9-A81844195479})
14:23:43	247/247	---M--	302	error ('Found')	text/html	date:Fri,%2002%20Dec%202022%2008:52:26%20GMT	http://www.fcibank.com.pk/Reports/FCIBL-Accounts-March2018.pdf	C:/My%20Web%20Sites/fcibank/www.fcibank.com.pk/Reports/FCIBL-Accounts-March2018.9a.delayed	(from https://www.fcibank.com.pk/index.php?route=common/page&pageid={425B0317-615C-FECE-42B9-A81844195479})
14:23:43	182887/182887	---M--	200	added ('OK')	application/pdf	etag:%22240e1c-2ca67-5302ef1eaf075%22	https://www.fcibank.com.pk/Reports/FCIB-HALF-YEARLY-DEC2012.pdf	C:/My%20Web%20Sites/fcibank/www.fcibank.com.pk/Reports/FCIB-HALF-YEARLY-DEC2012.pdf	(from https://www.fcibank.com.pk/index.php?route=common/page&pageid={425B0317-615C-FECE-42B9-A81844195479})
14:23:45	248/248	---M--	302	error ('Found')	text/html	date:Fri,%2002%20Dec%202022%2008:52:29%20GMT	http://www.fcibank.com.pk/Reports/FCIB-ANNUAL-ACCOUNTS-2012.pdf	C:/My%20Web%20Sites/fcibank/www.fcibank.com.pk/Reports/FCIB-ANNUAL-ACCOUNTS-2012.9c.delayed	(from https://www.fcibank.com.pk/index.php?route=common/page&pageid={425B0317-615C-FECE-42B9-A81844195479})
14:23:46	428933/428933	---M--	200	added ('OK')	application/pdf	etag:%22240e26-68b85-5302ef11e3de3%22	https://www.fcibank.com.pk/Reports/FCIB-ANNUAL-ACCOUNTS-2013.pdf	C:/My%20Web%20Sites/fcibank/www.fcibank.com.pk/Reports/FCIB-ANNUAL-ACCOUNTS-2013.pdf	(from https://www.fcibank.com.pk/index.php?route=common/page&pageid={425B0317-615C-FECE-42B9-A81844195479})
14:23:49	247/247	---M--	302	error ('Found')	text/html	date:Fri,%2002%20Dec%202022%2008:52:32%20GMT	http://www.fcibank.com.pk/Reports/FCIB-HALF-YEARLY-DEC2011.pdf	C:/My%20Web%20Sites/fcibank/www.fcibank.com.pk/Reports/FCIB-HALF-YEARLY-DEC2011.9e.delayed	(from https://www.fcibank.com.pk/index.php?route=common/page&pageid={425B0317-615C-FECE-42B9-A81844195479})
14:23:50	591282/591282	---M--	200	added ('OK')	application/pdf	etag:%22240e1a-905b2-56b0a5f9e9349%22	https://www.fcibank.com.pk/Reports/FCIBL-Accounts-March2018.pdf	C:/My%20Web%20Sites/fcibank/www.fcibank.com.pk/Reports/FCIBL-Accounts-March2018.pdf	(from https://www.fcibank.com.pk/index.php?route=common/page&pageid={425B0317-615C-FECE-42B9-A81844195479})
14:23:52	247/247	---M--	302	error ('Found')	text/html	date:Fri,%2002%20Dec%202022%2008:52:35%20GMT	http://www.fcibank.com.pk/Reports/FCIB-Quarterly-Sept-2017.pdf	C:/My%20Web%20Sites/fcibank/www.fcibank.com.pk/Reports/FCIB-Quarterly-Sept-2017.a0.delayed	(from https://www.fcibank.com.pk/index.php?route=common/page&pageid={425B0317-615C-FECE-42B9-A81844195479})
14:23:52	485995/485995	---M--	200	added ('OK')	application/pdf	etag:%22240e48-76a6b-5302ef0dbc248%22	https://www.fcibank.com.pk/Reports/FCIB-ANNUAL-ACCOUNTS-2012.pdf	C:/My%20Web%20Sites/fcibank/www.fcibank.com.pk/Reports/FCIB-ANNUAL-ACCOUNTS-2012.pdf	(from https://www.fcibank.com.pk/index.php?route=common/page&pageid={425B0317-615C-FECE-42B9-A81844195479})
14:23:52	183637/183637	---M--	200	added ('OK')	application/pdf	etag:%22240e39-2cd55-5302ef1dc88f1%22	https://www.fcibank.com.pk/Reports/FCIB-HALF-YEARLY-DEC2011.pdf	C:/My%20Web%20Sites/fcibank/www.fcibank.com.pk/Reports/FCIB-HALF-YEARLY-DEC2011.pdf	(from https://www.fcibank.com.pk/index.php?route=common/page&pageid={425B0317-615C-FECE-42B9-A81844195479})
14:23:55	248/248	---M--	302	error ('Found')	text/html	date:Fri,%2002%20Dec%202022%2008:52:37%20GMT	http://www.fcibank.com.pk/Reports/FCIB-ANNUAL-ACCOUNTS-2011.pdf	C:/My%20Web%20Sites/fcibank/www.fcibank.com.pk/Reports/FCIB-ANNUAL-ACCOUNTS-2011.a2.delayed	(from https://www.fcibank.com.pk/index.php?route=common/page&pageid={425B0317-615C-FECE-42B9-A81844195479})
14:23:58	263/263	---M--	302	error ('Found')	text/html	date:Fri,%2002%20Dec%202022%2008:52:40%20GMT	http://www.fcibank.com.pk/Reports/FCIB%20Quarterly%20Report%20March%202017.pdf	C:/My%20Web%20Sites/fcibank/www.fcibank.com.pk/Reports/FCIB%20Quarterly%20Report%20March%202017.a4.delayed	(from https://www.fcibank.com.pk/index.php?route=common/page&pageid={425B0317-615C-FECE-42B9-A81844195479})
14:24:01	248/248	---M--	302	error ('Found')	text/html	date:Fri,%2002%20Dec%202022%2008:52:43%20GMT	http://www.fcibank.com.pk/Reports/FCIB-ANNUAL-ACCOUNTS-2010.pdf	C:/My%20Web%20Sites/fcibank/www.fcibank.com.pk/Reports/FCIB-ANNUAL-ACCOUNTS-2010.a6.delayed	(from https://www.fcibank.com.pk/index.php?route=common/page&pageid={425B0317-615C-FECE-42B9-A81844195479})
14:24:03	1672359/1672359	---M--	200	added ('OK')	application/pdf	etag:%22240e43-1984a7-55cbcb7ede5c9%22	https://www.fcibank.com.pk/Reports/FCIB-Quarterly-Sept-2017.pdf	C:/My%20Web%20Sites/fcibank/www.fcibank.com.pk/Reports/FCIB-Quarterly-Sept-2017.pdf	(from https://www.fcibank.com.pk/index.php?route=common/page&pageid={425B0317-615C-FECE-42B9-A81844195479})
14:24:04	247/247	---M--	302	error ('Found')	text/html	date:Fri,%2002%20Dec%202022%2008:52:47%20GMT	http://www.fcibank.com.pk/Reports/FCIB-Quarterly-Sept-2016.pdf	C:/My%20Web%20Sites/fcibank/www.fcibank.com.pk/Reports/FCIB-Quarterly-Sept-2016.a8.delayed	(from https://www.fcibank.com.pk/index.php?route=common/page&pageid={425B0317-615C-FECE-42B9-A81844195479})
14:24:05	349944/349944	---M--	200	added ('OK')	application/pdf	etag:%22240e51-556f8-5302eefb48004%22	https://www.fcibank.com.pk/Reports/FCIB-ANNUAL-ACCOUNTS-2010.pdf	C:/My%20Web%20Sites/fcibank/www.fcibank.com.pk/Reports/FCIB-ANNUAL-ACCOUNTS-2010.pdf	(from https://www.fcibank.com.pk/index.php?route=common/page&pageid={425B0317-615C-FECE-42B9-A81844195479})
14:24:06	248/248	---M--	302	error ('Found')	text/html	date:Fri,%2002%20Dec%202022%2008:52:50%20GMT	http://www.fcibank.com.pk/Reports/FCIB-ANNUAL-ACCOUNTS-2009.pdf	C:/My%20Web%20Sites/fcibank/www.fcibank.com.pk/Reports/FCIB-ANNUAL-ACCOUNTS-2009.aa.delayed	(from https://www.fcibank.com.pk/index.php?route=common/page&pageid={425B0317-615C-FECE-42B9-A81844195479})
14:24:06	993705/993705	---M--	200	added ('OK')	application/pdf	etag:%22240e5b-f29a9-54e3a25717ea9%22	https://www.fcibank.com.pk/Reports/FCIB%20Quarterly%20Report%20March%202017.pdf	C:/My%20Web%20Sites/fcibank/www.fcibank.com.pk/Reports/FCIB%20Quarterly%20Report%20March%202017.pdf	(from https://www.fcibank.com.pk/index.php?route=common/page&pageid={425B0317-615C-FECE-42B9-A81844195479})
